epoch,accuracy,loss,val_accuracy,val_loss
0,0.27353790402412415,1.828007698059082,0.27681806683540344,1.861291766166687
1,0.31394335627555847,1.7295349836349487,0.3393703103065491,1.7056341171264648
2,0.34264516830444336,1.6717816591262817,0.3505154550075531,1.6671611070632935
3,0.3676547408103943,1.6315711736679077,0.3372805714607239,1.7840837240219116
4,0.38374724984169006,1.600765585899353,0.3828364312648773,1.6138100624084473
5,0.39552056789398193,1.5744708776474,0.3517692983150482,1.834754228591919
6,0.40771186351776123,1.5491095781326294,0.3984396755695343,1.5643781423568726
7,0.4184053838253021,1.5297719240188599,0.3533017635345459,1.844025731086731
8,0.4266606271266937,1.5148990154266357,0.3983003497123718,1.575283169746399
9,0.4292382299900055,1.5035752058029175,0.4197548031806946,1.5076968669891357
10,0.43439340591430664,1.4887421131134033,0.3647255599498749,1.724377989768982
11,0.44170817732810974,1.4786392450332642,0.39022010564804077,1.720236897468567
12,0.44641053676605225,1.4678691625595093,0.4399554133415222,1.4863662719726562
13,0.45208820700645447,1.455601453781128,0.38813039660453796,1.7039909362792969
14,0.4533073306083679,1.4506875276565552,0.4646140933036804,1.4241726398468018
15,0.4570343792438507,1.4447717666625977,0.3376985192298889,2.0073750019073486
16,0.4575568735599518,1.4400513172149658,0.40944552421569824,1.6184715032577515
17,0.458741158246994,1.4391584396362305,0.4063805937767029,1.5763046741485596
18,0.45846250653266907,1.4330248832702637,0.40317636728286743,1.5688060522079468
19,0.4609704315662384,1.4282394647598267,0.4437169134616852,1.4637287855148315
20,0.46591660380363464,1.4195083379745483,0.4180830419063568,1.5193291902542114
21,0.46856385469436646,1.4139091968536377,0.46851491928100586,1.4402594566345215
22,0.4698178172111511,1.4071056842803955,0.38604068756103516,1.7175930738449097
23,0.47155943512916565,1.4029446840286255,0.45096126198768616,1.4330062866210938
24,0.4733010530471802,1.398672342300415,0.39398160576820374,1.8512762784957886
25,0.474868506193161,1.3971527814865112,0.46433547139167786,1.4313005208969116
26,0.4784213900566101,1.388780117034912,0.4512399137020111,1.4500335454940796
27,0.49012506008148193,1.3561254739761353,0.4951239824295044,1.3393834829330444
28,0.4984847903251648,1.345018982887268,0.4878796339035034,1.3483325242996216
29,0.5007837414741516,1.3446625471115112,0.4977709650993347,1.3289457559585571
30,0.49615103006362915,1.3382904529571533,0.49456673860549927,1.3321865797042847
31,0.4969521760940552,1.340848445892334,0.49038729071617126,1.3621482849121094
32,0.496638685464859,1.3405253887176514,0.4980495870113373,1.3257533311843872
33,0.49876344203948975,1.334601879119873,0.4993034303188324,1.3198009729385376
34,0.49932077527046204,1.3336429595947266,0.4942881166934967,1.327975869178772
35,0.500853419303894,1.3327502012252808,0.4987461566925049,1.3233530521392822
36,0.4975791573524475,1.3337180614471436,0.5011144876480103,1.3268775939941406
37,0.5025253295898438,1.3330295085906982,0.4963778257369995,1.3315985202789307
38,0.5013410449028015,1.3282723426818848,0.4930342733860016,1.3227239847183228
39,0.501132071018219,1.3274563550949097,0.49693506956100464,1.3222846984863281
40,0.5001915693283081,1.331483006477356,0.50069659948349,1.3189024925231934
41,0.502629816532135,1.329297423362732,0.488576203584671,1.3410454988479614
42,0.5011668801307678,1.326820969581604,0.4963778257369995,1.3413301706314087
43,0.5037792921066284,1.3263471126556396,0.49832823872566223,1.327562928199768
44,0.5021073818206787,1.3217673301696777,0.4998606741428375,1.3333615064620972
45,0.5022466778755188,1.3226112127304077,0.4972137212753296,1.3197922706604004
46,0.5043714642524719,1.3242491483688354,0.49749234318733215,1.3243547677993774
47,0.5028388500213623,1.3231029510498047,0.4979102909564972,1.3145627975463867
48,0.5054512619972229,1.322709560394287,0.507662296295166,1.3091416358947754
49,0.5039186477661133,1.32268226146698,0.4951239824295044,1.3326417207717896
50,0.5035354495048523,1.321657657623291,0.49888548254966736,1.3173208236694336
51,0.5070186853408813,1.3177704811096191,0.49902480840682983,1.334713339805603
52,0.5054512619972229,1.319404125213623,0.5044580698013306,1.3180499076843262
53,0.5036051273345947,1.319158911705017,0.5001392960548401,1.3134065866470337
54,0.5045456290245056,1.317297339439392,0.4998606741428375,1.3386826515197754
55,0.5074366927146912,1.3165175914764404,0.5043187737464905,1.3102939128875732
56,0.5031175017356873,1.3177945613861084,0.500278651714325,1.3087894916534424
57,0.5047197937965393,1.3172928094863892,0.4972137212753296,1.3179117441177368
58,0.504615306854248,1.3170585632324219,0.4949846863746643,1.3273568153381348
59,0.5052074193954468,1.3157439231872559,0.48063528537750244,1.3875371217727661
60,0.5061827301979065,1.3130464553833008,0.5005572438240051,1.3187388181686401
61,0.5068445205688477,1.3115992546081543,0.5062691569328308,1.3058878183364868
62,0.5036748051643372,1.3141818046569824,0.5059905052185059,1.3062752485275269
63,0.5044411420822144,1.3146110773086548,0.5044580698013306,1.3063244819641113
64,0.5074366927146912,1.312207579612732,0.5045973658561707,1.300187110900879
65,0.5062524080276489,1.3140844106674194,0.5027862787246704,1.3108540773391724
66,0.5077850222587585,1.3134448528289795,0.5047367215156555,1.3115912675857544
67,0.5036399960517883,1.3114237785339355,0.507244348526001,1.311147928237915
