epoch,accuracy,loss,val_accuracy,val_loss
0,0.3329269587993622,1.7511085271835327,0.40512678027153015,1.600094199180603
1,0.4403497278690338,1.4927369356155396,0.4646140933036804,1.4486879110336304
2,0.4860844910144806,1.3777260780334473,0.5013931393623352,1.3690299987792969
3,0.5123828649520874,1.3082724809646606,0.5249373316764832,1.2804595232009888
4,0.5274304151535034,1.2582738399505615,0.5164391398429871,1.3064892292022705
5,0.5462746620178223,1.2158311605453491,0.5597659349441528,1.1972838640213013
6,0.5533108115196228,1.1922667026519775,0.49832823872566223,1.3455216884613037
7,0.5640739798545837,1.1710702180862427,0.5593479871749878,1.2040460109710693
8,0.5710752606391907,1.1472679376602173,0.5371969938278198,1.2541007995605469
9,0.5749068260192871,1.1356315612792969,0.5716077089309692,1.1630603075027466
10,0.5841025710105896,1.1185818910598755,0.5526608824729919,1.216539740562439
11,0.5880734324455261,1.1043034791946411,0.5721649527549744,1.1775524616241455
12,0.593193769454956,1.0890870094299316,0.5300919413566589,1.271726131439209
13,0.5943432450294495,1.0815351009368896,0.5945945978164673,1.1005462408065796
14,0.5981748104095459,1.0759259462356567,0.5976595282554626,1.1135170459747314
15,0.6023546457290649,1.0671701431274414,0.5714683532714844,1.1658856868743896
16,0.6031209826469421,1.0610450506210327,0.6093619465827942,1.0770652294158936
17,0.6126649975776672,1.049248456954956,0.5831707715988159,1.1216208934783936
18,0.609321117401123,1.0434480905532837,0.5937587022781372,1.0820733308792114
19,0.6145111322402954,1.0378413200378418,0.6099191904067993,1.051884651184082
20,0.616043746471405,1.027054786682129,0.6085260510444641,1.0660489797592163
21,0.6176808476448059,1.0217801332473755,0.5929228067398071,1.1158236265182495
22,0.6250653266906738,1.014207124710083,0.593062162399292,1.1117801666259766
23,0.6225922107696533,1.0145118236541748,0.5958484411239624,1.0902867317199707
24,0.6236023306846619,1.008565902709961,0.6122875213623047,1.0441960096359253
25,0.6284440159797668,0.9997903108596802,0.5966843366622925,1.097123384475708
26,0.6280957460403442,0.9941113591194153,0.5906937718391418,1.0982542037963867
27,0.6331115961074829,0.9895752668380737,0.5759264230728149,1.177032709121704
28,0.6331464052200317,0.9887165427207947,0.6142379641532898,1.0544263124465942
29,0.6323800683021545,0.983672559261322,0.6143772602081299,1.0503846406936646
30,0.6363857984542847,0.9804280400276184,0.6061577200889587,1.0758334398269653
31,0.6353408098220825,0.9735751748085022,0.5980774760246277,1.1064971685409546
32,0.6392768621444702,0.9678597450256348,0.614934504032135,1.0577952861785889
33,0.6376049518585205,0.9674252867698669,0.6182780861854553,1.0555524826049805
34,0.6424117684364319,0.963675856590271,0.5853998064994812,1.1550124883651733
35,0.6407398581504822,0.9605817794799805,0.6252437829971313,1.0381625890731812
36,0.6455466747283936,0.9532034993171692,0.6124268770217896,1.1043963432312012
37,0.6443971991539001,0.9528084993362427,0.6010030508041382,1.0782673358917236
38,0.6465219855308533,0.9510031342506409,0.6049038767814636,1.0906087160110474
39,0.6468355059623718,0.944451630115509,0.6125661730766296,1.063930869102478
40,0.6519209742546082,0.9411200881004333,0.6274728178977966,1.0414553880691528
41,0.6496917605400085,0.9428901672363281,0.6173028945922852,1.031308889389038
42,0.6472534537315369,0.9402298331260681,0.6242685914039612,1.0244561433792114
43,0.6524783372879028,0.9378260970115662,0.6255224347114563,1.0218814611434937
44,0.6524086594581604,0.9335803389549255,0.6203677654266357,1.030423879623413
45,0.6529659628868103,0.9312143921852112,0.6263583302497864,1.0260086059570312
46,0.6525828242301941,0.9320380091667175,0.6210643649101257,1.0267648696899414
47,0.6549165844917297,0.9269782900810242,0.6249651908874512,1.0309525728225708
48,0.6559615731239319,0.9208318591117859,0.638478696346283,1.005117654800415
49,0.6564840078353882,0.9204390645027161,0.6239899396896362,1.0413111448287964
50,0.6594099402427673,0.9185157418251038,0.6238506436347961,1.0252963304519653
51,0.6544288992881775,0.9197448492050171,0.6284480094909668,1.005365252494812
52,0.656902015209198,0.919731616973877,0.6370855569839478,0.9889526963233948
53,0.6643213033676147,0.9042453169822693,0.6213430166244507,1.0602973699569702
54,0.6606290936470032,0.9137236475944519,0.6337419748306274,1.0207672119140625
55,0.6626145243644714,0.909359335899353,0.6186960339546204,1.052708387374878
56,0.6659235954284668,0.9016832113265991,0.6283087134361267,1.020703911781311
57,0.6650179624557495,0.9059521555900574,0.6239899396896362,1.0482977628707886
58,0.6673168540000916,0.8974919319152832,0.6329060792922974,0.9975927472114563
59,0.6691977977752686,0.896994411945343,0.6005851030349731,1.13428795337677
60,0.6686753034591675,0.8928612470626831,0.6193925738334656,1.0569446086883545
61,0.664704442024231,0.902166485786438,0.6298412084579468,1.0161534547805786
62,0.6704517602920532,0.8918405175209045,0.6258010864257812,1.0152513980865479
63,0.6697899699211121,0.8928658962249756,0.6258010864257812,1.042164921760559
64,0.665226936340332,0.8896980881690979,0.6347171664237976,1.0181078910827637
65,0.6918039917945862,0.8397510647773743,0.6528280973434448,0.9608773589134216
66,0.6950085163116455,0.8284734487533569,0.6554750800132751,0.9563379883766174
67,0.6971681118011475,0.8229577541351318,0.653106689453125,0.9597535133361816
68,0.6996760368347168,0.8185358047485352,0.6522708535194397,0.9606698751449585
69,0.7024278044700623,0.8126482963562012,0.6492059230804443,0.962861180305481
70,0.700442373752594,0.8126843571662903,0.65352463722229,0.9566680788993835
71,0.705284059047699,0.8074684143066406,0.6554750800132751,0.959270715713501
72,0.7034379243850708,0.8033334016799927,0.6494845151901245,0.9576822519302368
73,0.7015918493270874,0.8072987198829651,0.654499888420105,0.9611279964447021
74,0.7043435573577881,0.8030356764793396,0.6487879753112793,0.9797716736793518
75,0.7051795721054077,0.8051303029060364,0.654499888420105,0.9635254740715027
76,0.6996064186096191,0.8035732507705688,0.6528280973434448,0.9598991870880127
77,0.7026716470718384,0.7959505915641785,0.6554750800132751,0.9620509147644043
78,0.7025671601295471,0.8006365895271301,0.6549177765846252,0.95814448595047
79,0.7074088454246521,0.7938152551651001,0.6560323238372803,0.9571081399917603
80,0.7055627107620239,0.7919180393218994,0.654499888420105,0.9579470753669739
81,0.7088717818260193,0.7918478846549988,0.6550571322441101,0.9570625424385071
82,0.7073043584823608,0.7915785312652588,0.6539425849914551,0.9580103158950806
83,0.7080009579658508,0.7933830618858337,0.6546391844749451,0.9581483006477356
84,0.7081054449081421,0.7915486097335815,0.6539425849914551,0.9569449424743652
